"","business_id","name","neighborhood","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","categories"
"45","W8GVfGILy7an385lZSEvSw","""""Burger King""""","","""""1736 Las Vegas Blvd S""""","Las Vegas","NV","89104",36.150372,-115.153558,2,18,1,"Burgers;Restaurants"
"46","rv9T1qGHbh9eXqFpKEPy_A","""""Sesame Inn Carefree""""","","""""34482 N Scottsdale Rd""""","Scottsdale","AZ","85262",33.7983014,-111.9307437,3.5,90,1,"Restaurants;Chinese"
"47","75RP4HSsSJOe_e7e2e3jQQ","""""Rise & Shine - A Steak & Egg Place""""","","""""75 S Valle Verde Dr""""","Henderson","NV","89012",36.0243234052,-115.062857419,4,29,1,"Breakfast & Brunch;Restaurants"
"48","wRmPV-RvcqcjeyUeOaJQCg","""""The Bass Cafe Grill & Terrace""""","Eastside","""""900 Karen Ave""""","Las Vegas","NV","89109",36.1409252,-115.1428874,2.5,3,1,"Restaurants;American (Traditional);Food;Coffee & Tea;Salad;Breakfast & Brunch"
"49","1Nq7GxjvEDgAJxBeOjR_9Q","""""Burrito Express""""","","""""450 N Alma School R""""","Mesa","AZ","85201",33.4235954,-111.8568585,2.5,92,1,"Mexican;Restaurants"
"50","to2cGMKdaw7ZHbXMzpfhlA","""""Filiberto's Mexican Rest""""","","""""3218 E Mcdowell Rd""""","Phoenix","AZ","85008",33.4660114,-112.0123338,3,7,0,"Restaurants;Mexican"
"51","X2oxkKB-wlu8xV0P8fbfiQ","""""Mo's Chicken""""","","""""3505 W Thomas Rd""""","Phoenix","AZ","85019",33.4800487,-112.1347018,3,10,1,"Restaurants;Chicken Shop"
"52","EgGdnaotJpPvxCFyZPJeUw","""""Pizza Hut""""","Northwest","""""4945 W. Craig Road""""","Las Vegas","NV","89130",36.238059,-115.210341,2,13,1,"Restaurants;Pizza"
"53","-Ut87cwGFsO3444Rd11p0Q","""""Federico's Mexican Food""""","","""""13132 W Camelback Rd""""","Litchfield Park","AZ","85340",33.508441,-112.341953,3.5,63,1,"Mexican;Restaurants"
"54","D1E_6MBFKeU2a7EQ4IwoEQ","""""Little Caesars Pizza""""","","""""13011 W Greenway Blvd""""","El Mirage","AZ","85335",33.6230548882,-112.33975752,2.5,15,1,"Restaurants;Pizza"
"55","AfL8Ds7ex73tfVbq3EFWKg","""""Baja Fresh""""","Westside","""""8780 W Charleston Blvd, Ste 100""""","Las Vegas","NV","89117",36.1594825,-115.2874508,5,6,1,"Restaurants;Mexican"
"56","LPq-IOpA_VrZ2xRh1A6Ssw","""""The Saguaro Restaurant""""","","""""4000 North Drinkwater Blvd""""","Scottsdale","AZ","85251",33.4941213,-111.9227616,3.5,10,1,"Event Planning & Services;Sandwiches;Restaurants;Nightlife;American (Traditional);Salad;Cocktail Bars;Venues & Event Spaces;Bars"
"57","0LKcSabd5Gd5oz-qrHTzZg","""""Cin-Cin Restaurant""""","","""""4425 N Buckboard Trl.""""","Scottsdale","AZ","85251",33.5012604,-111.9233633,3,5,0,"Lounges;Restaurants;Nightlife;Bars;Italian"
"58","mZK8IBkMFzOX2UmA7_BylA","""""IHOP""""","","""""935 W Elliot Rd""""","Chandler","AZ","85224",33.3493477,-111.8565147,2.5,78,1,"American (New);Restaurants;Breakfast & Brunch;American (Traditional)"
"59","e4tpnasQOzkoIegUg__aiw","""""Dinkey Donkey""""","","""""37636 N Tom Darlington Rd""""","Cave Creek","AZ","85331",33.8271931,-111.9237212,4.5,3,0,"Delis;Restaurants"
"60","WMj5Uj04pAqFxLMnJQcQqw","""""Panda Express""""","The Strip","""""3355 Las Vegas Blvd S""""","Las Vegas","NV","89109",36.1220839,-115.1680316,2.5,61,1,"Restaurants;Fast Food;Chinese"
"61","RGmBfqdFb0giLPG-SZbQUQ","""""Christy Candy Shop""""","Eastside","""""3542 S Maryland Pkwy""""","Las Vegas","NV","89169",36.124902,-115.13471,3,4,1,"Food;Restaurants;Specialty Food;Mexican;Candy Stores;Ice Cream & Frozen Yogurt"
"62","NoSj3hV8Rlz_gUsOL4_EjQ","""""Jack's Pub""""","","""""2416 W Sahara Ave""""","Las Vegas","NV","89102",36.1444404,-115.1744386,2.5,21,1,"Nightlife;Pubs;Restaurants;Irish;Bars"
"63","OlGImeovM5U14T5q5DnVSg","""""Big Wa""""","","""""990 E Riggs Rd""""","Chandler","AZ","85249",33.2195026,-111.8247181,3,4,1,"Chinese;Restaurants"
"64","0s0Xthk1JWrBUu74M81Xyg","""""The Good Egg - Val Vista""""","","""""1939 S Val Vista Dr""""","Mesa","AZ","85204",33.380479,-111.7533699,4,109,0,"American (New);Breakfast & Brunch;Restaurants"
"65","SlelFNxQz5PJbl6kkjI0OA","""""Makino""""","Southeast","""""9570 S Eastern Ave""""","Las Vegas","NV","89136",36.0151363,-115.1184733,3,7,0,"Restaurants;Japanese"
"66","sUMi2q41l4AzOsmJMRY8zQ","""""Del Mar Deli""""","Southeast","""""9777 Las Vegas Blvd S""""","Las Vegas","NV","89183",36.0115411891,-115.175896473,3.5,119,1,"Delis;Sandwiches;Restaurants;Breakfast & Brunch"
"67","_ewxwEwJM-IYfIYnKpQOZw","""""Mexicali Raspados""""","Eastside","""""4865 S Pecos Rd""""","Las Vegas","NV","89121",36.1006883,-115.1010833,4.5,47,1,"Restaurants;Ice Cream & Frozen Yogurt;Shaved Ice;Hot Dogs;Food"
"68","EEePiBwchl-TIBVcTdE0RA","""""McDonald's""""","The Strip","""""Excalibur Food Court, 3850 Las Vegas Blvd S""""","Las Vegas","NV","89119",36.098909,-115.175557,2,26,0,"Burgers;Fast Food;Restaurants"
"69","A029GQG1S3ekPit6cObcBA","""""Curry Garden""""","","""""1533 W Elliot Rd, Ste 101""""","Gilbert","AZ","85233",33.3492557,-111.8223441,4,109,1,"Restaurants;Indian;Buffets"
"70","JlIqG-00xE7ZpypSYq4uMQ","""""The Blacc Boxx""""","","""""3011 W Lake Mead Blvd""""","North Las Vegas","NV","89032",36.1969834,-115.1803758,4.5,9,1,"Sandwiches;Bakeries;Food;Chicken Wings;Cafes;Restaurants;Cajun/Creole"
"71","yIZROHhe6hfmmzLCtTIEJQ","""""Tootie's Place""""","Southeast","""""6601 Las Vegas Blvd S""""","Las Vegas","NV","89119",36.0680033,-115.1764458,2,3,1,"Restaurants;Fast Food;Creperies"
"72","KhWl4Mwhm_Oqq0zIIz-0wQ","""""Carnival World & Seafood Buffet""""","","""""3700 W Flamingo Rd""""","Las Vegas","NV","89103",36.117506,-115.188844,2.5,508,1,"Buffets;Seafood;Restaurants"
"73","v0byOL8VL6v6muGa1anxFA","""""The Hummus Factory""""","Westside","""""7875 W Sahara Ave, Ste 101""""","Las Vegas","NV","89117",36.1432041,-115.262866,4.5,214,1,"Event Planning & Services;Caterers;Burgers;Greek;Restaurants;Middle Eastern;Mediterranean"
"74","aNe8ofTYrealxqv7VtFTuw","""""Sierra Gold""""","Spring Valley","""""6515 S Jones Blvd""""","Las Vegas","NV","89118",36.0703249,-115.2249525,3.5,215,1,"American (New);Restaurants;Pubs;Nightlife;Sports Bars;Bars;Food;Pizza;Breweries"
"75","lHyTZFd8XXtvPwo-_qeTXA","""""Jersey Mike's Subs""""","Anthem","""""10520 South Eastern""""","Henderson","NV","89052",36.0005078,-115.105592,3.5,33,1,"Fast Food;Delis;Restaurants;Sandwiches"
"76","HQObn6hrV9WoeFObGfa2YQ","""""Mucha Lucha Taco Shop""""","","""""1530 S Val Vista Dr""""","Gilbert","AZ","85296",33.322367,-111.756204,4.5,199,1,"Restaurants;Tacos;Mexican"
"77","pidpBdWsOFfe7pWypBIoiQ","""""Miga Korean Bistro""""","","""""6112 W Flamingo Rd""""","Las Vegas","NV","89103",36.1146002,-115.2252211,4,42,1,"Hawaiian;Asian Fusion;Restaurants;Korean"
"78","PgJgpW4TKQ8IoALH2Yq-zA","""""Bayside Buffet at Mandalay Bay""""","The Strip","""""3950 S Las Vegas Blvd""""","Las Vegas","NV","89109",36.0912192601,-115.1758039,3,1033,1,"Arts & Entertainment;Restaurants;Buffets;American (Traditional);Casinos"
"79","VqF6Uky7SGfjWitgxrhlJA","""""Little Caesars Pizza""""","","""""6466 S Higley Rd""""","Gilbert","AZ","85298",33.2319416609,-111.721218153,4,9,1,"Pizza;Restaurants"
"80","w55IYhyLHUdsRlo_EvMmNQ","""""Table 89""""","Centennial","""""7160 North Durango Dr, Ste 110""""","Las Vegas","NV","89149",36.2914365,-115.2870159,3,76,0,"Salad;Sandwiches;Restaurants;American (New);Pizza"
"81","S8FDnhP4WKlRhJxSIkcxFg","""""Modern Round""""","","""""8320 W Mariners Way""""","Peoria","AZ","85382",33.6290590041,-112.238112817,3.5,130,1,"Arts & Entertainment;Virtual Reality Centers;Bars;Restaurants;Arcades;American (New);Food;Nightlife"
"82","EC7NrIHKk6i3US_XJlDWDA","""""Julio's Too""""","","""""7305 E Camelback Rd""""","Scottsdale","AZ","85251",33.5019605,-111.9230924,4,166,1,"Restaurants;Mexican"
"83","vhKUBKcOm8zOLxeS3XM9iA","""""Rosati's Pizza""""","","""""4010 E Bell Rd, Ste 101""""","Phoenix","AZ","85032",33.6418473,-111.9955708,3,67,1,"Restaurants;Pizza"
"84","frCxZS7lPhEnQRJ3UY6m7A","""""La Santisima""""","","""""1919 N 16th St""""","Phoenix","AZ","85006",33.469201,-112.047393,4,1694,1,"Vegetarian;Nightlife;Mexican;Bars;Vegan;Restaurants;Breakfast & Brunch;Cafes"
"85","7kO8bObVGFa-T3mj6PVYsg","""""Quiznos""""","Eastside","""""730 E Flamingo Rd""""","Las Vegas","NV","89119",36.114988,-115.147904,5,4,0,"Restaurants;Sandwiches"
"86","hJX8WoV-KbFVHojZ6i83Cg","""""Quiznos""""","Downtown","""""901 S Rancho Dr""""","Las Vegas","NV","89106",36.1604805,-115.17233,3.5,17,1,"Sandwiches;Fast Food;Restaurants;Delis"
"87","mI5UYpuYxjiumMLgANoa9A","""""Filiberto's Mexican Food""""","","""""3636 E. Baseline Rd""""","Mesa","AZ","85206",33.379467445,-111.752994061,2.5,70,1,"Mexican;Restaurants"
"88","gwYt_q3Ob7aQJIefIBsZiQ","""""Raising Cane's""""","Spring Valley","""""7135 S Rainbow Blvd""""","Las Vegas","NV","89118",36.058716,-115.2433571,4,264,1,"Fast Food;Chicken Shop;American (Traditional);Chicken Wings;Restaurants"
"89","-n1g9MdeG46v1-gzZ4ldvQ","""""Del Taco""""","","""""1811 W Craig Rd""""","North Las Vegas","NV","89032",36.239068,-115.167814,2,21,1,"Restaurants;Fast Food;Mexican"
"90","kiU9C58n7dgygdrpjOQXMQ","""""Los Jarochos Restaurant""""","Spring Valley","""""4811 S Rainbow Blvd""""","Las Vegas","NV","89147",36.101319,-115.244375,4,62,0,"Restaurants;Mexican"
"91","l0WauZ92kRg9bu2oxHj4TQ","""""Aiello's East Coast Italian""""","","""""777 E Thunderbird Rd, Ste 100""""","Phoenix","AZ","85022",33.607105,-112.063427,4,130,1,"Restaurants;Italian"
"92","M9fOuiesoUSaouOqNQ3U2w","""""Wong's Place""""","","""""1825 E Baseline Rd.""""","Tempe","AZ","85283",33.3779385,-111.9062779,4,149,0,"Chinese;Restaurants"
"93","bAdwf-n52f46-ZjlfJ1Hwg","""""Roberto's Taco Shop""""","Centennial","""""7251 W Azure Dr""""","Las Vegas","NV","89130",36.2730147,-115.2518622,2.5,26,1,"Fast Food;Mexican;Restaurants"
"94","ijg7qQCYnhUWBd5JUxbfvA","""""Roxy's Diner""""","The Strip","""""2000 Las Vegas Blvd S""""","Las Vegas","NV","89104",36.1477095179,-115.155205876,3,357,1,"Restaurants;Burgers;Breakfast & Brunch;Diners;Food;Desserts"
"95","crGdKSRKi25R2vorZ7skzg","""""Tortilleria San Diego""""","Downtown","""""235 N Eastern Ave""""","Las Vegas","NV","89101",36.1656584,-115.1165785,4.5,3,1,"Restaurants;Mexican"
"96","IqsQRoiVE535Z2JR-7xoWQ","""""Jack in the Box""""","","""""2145 E University Dr""""","Tempe","AZ","85281",33.4217141,-111.8937627,2,12,1,"Restaurants;Fast Food"
"97","3c6FN1VrCAV4s60PsWTCLA","""""Pho All Seasons""""","","""""1116 S Dobson Rd""""","Mesa","AZ","85202",33.3944997,-111.8748402,3,14,0,"Restaurants;Vietnamese"
"98","l_eFv9Q9Q8RBLqfJJXi9ug","""""Subway""""","University","""""1196 E Tropicana Ave""""","Las Vegas","NV","89119",36.1015578,-115.1374328,2,4,1,"Sandwiches;Restaurants;Fast Food"
"99","7yTtTjsZLi5Ef1vsr6ZPTw","""""Panera Bread""""","","""""9995 W Mcdowell Rd""""","Avondale","AZ","85392",33.4643757587,-112.274270654,2.5,75,1,"Bakeries;Soup;Sandwiches;Salad;Food;Restaurants"
"100","ZyIlYBpGnRsLeoEfXo-mxg","""""On The Green Sports Grill""""","","""""801 S Power Rd""""","Mesa","AZ","85206",33.3997189,-111.6841436,3.5,36,1,"American (New);Restaurants"
"101","ceVWEkif38SMGNcBR55PNA","""""Tay-Yo Sushi Seafood Buffet""""","Southeast","""""9570 S Eastern Ave""""","Henderson","NV","89074",36.0151363,-115.1184733,2,4,0,"Buffets;Restaurants;Seafood"
"102","7Zmxle5A6XTZACIHgiC98Q","""""Kashman's Place""""","","""""23425 N Scottsdale Rd, Ste 6""""","Scottsdale","AZ","85250",33.519588,-111.909524,3.5,21,0,"Bagels;Delis;Restaurants;Food"
"103","ZPZYNq9fNu2GyeCSz7U-fg","""""Five Star Tavern""""","Sunrise","""""4220 E Charleston Blvd""""","Las Vegas","NV","89104",36.1590151,-115.0850773,3,6,1,"Bars;Casinos;American (New);Arts & Entertainment;Restaurants;Nightlife"
"104","jf_h_Y8iNaduXJvpgLRPng","""""Native Grill & Wings""""","","""""2110 S Gilbert Rd""""","Chandler","AZ","85286",33.2763316444,-111.790289394,3,195,1,"Sports Bars;American (New);Chicken Wings;Bars;Restaurants;Nightlife"
"105","Yar8jR2a1XA2JuRKfmNDcw","""""Palms Restaurant""""","","""""3502 West Greenway Rd""""","Phoenix","AZ","85053",33.6259523,-112.1343378,5,3,1,"Restaurants;Greek;Mediterranean;Food;Bakeries"
"106","OsuBqr2L0-5W8LGAsg-p8g","""""Micky's Hot Dogs""""","","""""108 W Broadway Rd""""","Mesa","AZ","85210",33.4080371,-111.8346059,4,115,1,"Fast Food;Restaurants;Mexican;Hot Dogs"
"107","AYe8rS3qBPuLHSwNOZSbcA","""""Sushi Loca""""","South Summerlin","""""10965 Lavender Hill Dr""""","Las Vegas","NV","89135",36.1450494098,-115.332824471,3,229,1,"Food;Sushi Bars;Restaurants"
"108","aiX_WP7NKPTdF9CfI-M-wg","""""Culinary Dropout""""","","""""149 S Farmer""""","Tempe","AZ","85281",33.428533,-111.943955,4,984,1,"American (New);Restaurants"
"109","5_MrPFw9E0cMJ1Q0DJFZOQ","""""Tilted Kilt Pub & Eatery""""","The Strip","""""3545 Las Vegas Blvd, Unit L-26""""","Las Vegas","NV","89109",36.1173843209,-115.170322225,3,288,1,"Pubs;Sports Bars;Bars;Restaurants;Nightlife;American (Traditional)"
"110","KPsu_1Q9XYRKWs_ZBTtlTg","""""Sky Lounge""""","The Strip","""""3745 S Las Vegas Blvd""""","Las Vegas","NV","89109",36.1065949,-115.1709543,2.5,6,1,"Bars;Pizza;Lounges;Restaurants;Nightlife"
"111","ObV7olsEsNYjuMGNJ75jNw","""""Vaqueros Carne Asada""""","","""""2602 W Southern Ave""""","Tempe","AZ","85282",33.3931502,-111.9762132,3.5,17,1,"Mexican;Restaurants"
"112","tSbs8i_9Hlaommupjgn63Q","""""Panda Express""""","Sunrise","""""4416 E Bonanza Blvd""""","Las Vegas","NV","89110",36.1739844,-115.0797206,3,14,1,"Chinese;Fast Food;Restaurants"
"113","qVQGfHphxolps16v6g5X-g","""""Belfiore's Italian Ristorante""""","","""""15842 N Cave Creek Rd""""","Phoenix","AZ","85032",33.6308568,-112.0309244,3.5,67,0,"Pizza;Italian;Food;Restaurants;Bakeries"
"114","RFj91Y9mk2d824QyD9JTzA","""""Firehouse Subs""""","","""""1616 S Stapely Dr, Ste 101""""","Mesa","AZ","85204",33.3848304749,-111.806755066,3.5,33,1,"Fast Food;Delis;Sandwiches;Restaurants"
"115","wwEg_6bHfTrOpn_bygIQZg","""""Little Ceasars""""","","""""4388 E Craig Rd, Ste 135""""","Las Vegas","NV","89115",36.2412164566,-115.077913174,2,20,1,"Restaurants;Pizza"
"116","oIoq6WQbyRpPZClMkHQNlQ","""""Delicia's Latina's""""","Downtown","""""""""","Las Vegas","NV","",36.1600037195,-115.118577965,3,4,1,"Restaurants;Cuban;Mexican;Food;Food Trucks"
"117","eoHkKySohgtDqWtHBqJ9xw","""""Lucky China""""","","""""180 S Stephanie St""""","Henderson","NV","89074",36.0229458,-115.0465515,3,3,1,"Chinese;Restaurants"
"118","Q9zcPQit3OMWoNRLLK7MQg","""""Chick-fil-A""""","","""""7000 E Mayo Blvd""""","Phoenix","AZ","85054",33.65563,-111.927745,3.5,75,1,"Event Planning & Services;Caterers;Restaurants;Fast Food"
"119","88ntJxZNxRIY8W_hji9pzg","""""Szechwan Palace""""","","""""2386 N Alma School Rd""""","Chandler","AZ","85224",33.3401985168,-111.859687805,3.5,86,0,"Szechuan;Restaurants;Chinese"
